startdate,starttime,enddate,endtime,status,progress,duration_in_secs,finished,recordeddate,responseid,distributionchannel,userlanguage,current_info_receipt,how_do_you_want_info,recyclable_paper_disposal,nonrecyclable_paper_disposal,cardboard_boxboard_disposal,recyclable_glass_disposal,specialty_glass_disposal,recyclable_plastics_disposal,plastic_bag_disposal,bulky_plastic_disposal,polystyrene_foam_disposal,recyclable_metals_disposal,specialty_metals_disposal,e_waste_disposal,misc_items_disposal,accepted_item_in_trash,accepted_item_in_recycling,not_accepted_item_in_trash,not_accepted_item_in_recycling,unsure_item_in_trash,unsure_item_in_recycling,specialty_recycle_dropoff,what_happens_unwashed,what_happens_bagged,what_happens_unsure
2020-10-24,10:56:24,2020-10-24,11:02:46,IP Address,100,381,True,2020-10-24 11:02:46,R_1Ed0sA8iht7WVKF,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website","Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling and Trash website",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Other (such as can and bottle return or compost),Recycling Cart,"Trash Cart,Take to Drop-off Recycling Center",Recycling Cart,Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),"Trash Cart,Other (such as can and bottle return or compost)",Extremely unlikely,Extremely likely,Somewhat likely,Extremely unlikely,Somewhat likely,Extremely unlikely,Neither likely nor unlikely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Search or call for information to find out if the item is recyclable or not.
2020-10-24,11:56:10,2020-10-24,12:00:19,IP Address,100,249,True,2020-10-24 12:00:20,R_2cmYFmnKjkUfNL3,anonymous,EN,A school/commercial business/and/or my place of work,Friends/family/and/or neighbors,Recycling Cart,"Recycling Cart,Take to Drop-off Recycling Center",Recycling Cart,Recycling Cart,Recycling Cart,Recycling Cart,Take to Drop-off Recycling Center,Recycling Cart,Take to Drop-off Recycling Center,Recycling Cart,Recycling Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Extremely likely,Extremely likely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Extremely unlikely,I am unsure of what happens to unwashed recyclable items.,Taken out of the bags by the recycling center after pick-up.,Search or call for information to find out if the item is recyclable or not.
2020-10-24,12:14:46,2020-10-24,12:19:24,IP Address,100,277,True,2020-10-24 12:19:24,R_3EtGBFCePWNTPIR,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,Information on my recycling cart,The Capital Area Recycling And Trash website",The City of Lansing social media pages,Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Recycling Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,Extremely likely,Extremely unlikely,Extremely likely,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Search or call for information to find out if the item is recyclable or not.
2020-10-24,13:58:00,2020-10-24,14:06:32,IP Address,100,511,True,2020-10-24 14:06:32,R_3MxiXkh9h4MtXJu,anonymous,EN,"Friends/family/and/or neighbors,Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website","Mailed pamphlets/flyers/or newsletters,Information on my recycling cart,The Capital Area Recycling and Trash website,The Recycle Coach and/or Lansing Connect app",Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Trash Cart,Recycling Cart,Trash Cart,Recycling Cart,Other (such as can and bottle return or compost),Recycling Cart,Recycling Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,Extremely likely,Extremely unlikely,Somewhat likely,Disposed of into the trash by the recycling center after pick-up.,Rejected by the recycling collectors before pick-up.,Search or call for information to find out if the item is recyclable or not.
2020-10-24,15:16:36,2020-10-24,15:21:54,IP Address,100,318,True,2020-10-24 15:21:54,R_1rdAzDCaoqhcZms,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website,The Recycle Coach and/or Lansing Connect app",The Recycle Coach and/or Lansing Connect app,Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Trash Cart,"Trash Cart,Take to Drop-off Recycling Center",Recycling Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,"Trash Cart,Take to Drop-off Recycling Center",Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,Extremely likely,Extremely unlikely,Extremely likely,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Ask someone I know (friend/family/coworker/neighbor/etc) if it is recyclable and dispose of the item according to their direction.
2020-10-24,15:58:16,2020-10-24,16:02:47,IP Address,100,271,True,2020-10-24 16:02:48,R_806OSf5x4LP0Mg1,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website","Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling and Trash website",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Other (such as can and bottle return or compost),Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Trash Cart,Trash Cart,Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,Extremely likely,Extremely unlikely,Extremely likely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Search or call for information to find out if the item is recyclable or not.
2020-10-24,17:24:39,2020-10-24,17:29:58,IP Address,100,318,True,2020-10-24 17:29:58,R_cBcGjy1hlmPgJNL,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website","Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling and Trash website,The Recycle Coach and/or Lansing Connect app",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Recycling Cart,Take to Drop-off Recycling Center,Recycling Cart,Take to Drop-off Recycling Center,Trash Cart,Take to Drop-off Recycling Center,Extremely unlikely,Extremely likely,Somewhat likely,Extremely unlikely,Somewhat likely,Extremely unlikely,Somewhat likely,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Search or call for information to find out if the item is recyclable or not.
2020-10-24,19:38:50,2020-10-24,19:44:45,IP Address,100,355,True,2020-10-24 19:44:46,R_1Kr3jHJCP0Lsh9T,anonymous,EN,The Capital Area Recycling And Trash website,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling and Trash website,The City of Lansing social media pages","Trash Cart,Recycling Cart",Trash Cart,Recycling Cart,Recycling Cart,Recycling Cart,Recycling Cart,"Trash Cart,Recycling Cart",Trash Cart,Trash Cart,Recycling Cart,"Trash Cart,Other (such as can and bottle return or compost)",Trash Cart,"Trash Cart,Other (such as can and bottle return or compost)",Somewhat unlikely,Extremely likely,Somewhat likely,Somewhat unlikely,Extremely likely,Extremely unlikely,Extremely unlikely,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Search or call for information to find out if the item is recyclable or not.
2020-10-24,23:38:04,2020-10-24,23:43:19,IP Address,100,314,True,2020-10-24 23:43:19,R_C8EkImjY7hNwEpj,anonymous,EN,"A school/commercial business/and/or my place of work,Mailed pamphlets/flyers/or newsletters,The City of Lansing social media pages","A school/commercial business/and/or my place of work,Mailed pamphlets/flyers/or newsletters,Information on my recycling cart,The Capital Area Recycling and Trash website,The City of Lansing social media pages",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Other (such as can and bottle return or compost),Recycling Cart,Other (such as can and bottle return or compost),Recycling Cart,Other (such as can and bottle return or compost),Recycling Cart,Other (such as can and bottle return or compost),Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Extremely unlikely,Extremely likely,Somewhat likely,Somewhat unlikely,Somewhat likely,Somewhat unlikely,Somewhat likely,Disposed of into the trash by the recycling center after pick-up.,I am unsure of what happens to items bagged in the recycling cart.,Search or call for information to find out if the item is recyclable or not.
2020-10-25,05:28:39,2020-10-25,05:34:23,IP Address,100,343,True,2020-10-25 05:34:23,R_21j2a2qnwcsEDd6,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website","Mailed pamphlets/flyers/or newsletters,Information on my recycling cart,The Capital Area Recycling and Trash website",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Trash Cart,Trash Cart,Recycling Cart,Other (such as can and bottle return or compost),Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Extremely unlikely,Extremely likely,Extremely likely,Somewhat unlikely,Extremely likely,Extremely unlikely,Somewhat likely,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Search or call for information to find out if the item is recyclable or not.
2020-10-25,05:29:29,2020-10-25,05:35:20,IP Address,100,351,True,2020-10-25 05:35:21,R_b3joVTISNL7sPbb,anonymous,EN,Mailed pamphlets/flyers/or newsletters,Mailed pamphlets/flyers/or newsletters,Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Trash Cart,Trash Cart,Recycling Cart,Recycling Cart,"Trash Cart,Other (such as can and bottle return or compost)",Trash Cart,Somewhat unlikely,Extremely likely,Extremely likely,Extremely likely,Extremely likely,Extremely unlikely,Somewhat unlikely,Cleaned by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Dispose of the item in the trash.
2020-10-25,07:35:38,2020-10-25,07:43:03,IP Address,100,445,True,2020-10-25 07:43:03,R_sq8sDAnUJeJb5Xr,anonymous,EN,Mailed pamphlets/flyers/or newsletters,Mailed pamphlets/flyers/or newsletters,Recycling Cart,Trash Cart,"Recycling Cart,Take to Drop-off Recycling Center",Recycling Cart,NA,Recycling Cart,Trash Cart,Recycling Cart,"Trash Cart,Take to Drop-off Recycling Center",NA,"Trash Cart,Other (such as can and bottle return or compost)","Recycling Cart,Take to Drop-off Recycling Center","Trash Cart,Take to Drop-off Recycling Center",Extremely unlikely,Extremely likely,Somewhat likely,Extremely unlikely,Extremely likely,Extremely unlikely,Extremely likely,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Dispose of the item in the trash.
2020-10-25,07:43:12,2020-10-25,07:50:39,IP Address,100,447,True,2020-10-25 07:50:40,R_0OsaCJIIUfUmmFX,anonymous,EN,The Capital Area Recycling And Trash website,NA,Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Other (such as can and bottle return or compost),Recycling Cart,Other (such as can and bottle return or compost),Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Recycling Cart,Recycling Cart,Other (such as can and bottle return or compost),"Take to Drop-off Recycling Center,Other (such as can and bottle return or compost)",Extremely unlikely,Extremely likely,Extremely likely,Somewhat unlikely,Somewhat likely,Somewhat unlikely,Extremely likely,Disposed of into the trash by the recycling center after pick-up.,I am unsure of what happens to items bagged in the recycling cart.,Search or call for information to find out if the item is recyclable or not.
2020-10-25,10:14:10,2020-10-25,10:19:35,IP Address,100,324,True,2020-10-25 10:19:35,R_1hGOD5l0iXsekY0,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website,The City of Lansing social media pages","Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling and Trash website,The City of Lansing social media pages",Take to Drop-off Recycling Center,Trash Cart,"Recycling Cart,Take to Drop-off Recycling Center",Recycling Cart,Trash Cart,Recycling Cart,Other (such as can and bottle return or compost),Recycling Cart,Take to Drop-off Recycling Center,Recycling Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,"Take to Drop-off Recycling Center,Other (such as can and bottle return or compost)",Extremely unlikely,Extremely likely,NA,Somewhat likely,Somewhat likely,Somewhat likely,Extremely likely,Disposed of into the trash by the recycling center after pick-up.,I am unsure of what happens to items bagged in the recycling cart.,Search or call for information to find out if the item is recyclable or not.
2020-10-25,12:38:18,2020-10-25,12:58:09,IP Address,100,1190,True,2020-10-25 12:58:10,R_ef9S9K1FpNIKbOV,anonymous,EN,Mailed pamphlets/flyers/or newsletters,"A school/commercial business/and/or my place of work,Mailed pamphlets/flyers/or newsletters,Information on my recycling cart,The Capital Area Recycling and Trash website",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Recycling Cart,"Trash Cart,Recycling Cart",Take to Drop-off Recycling Center,Trash Cart,Somewhat likely,Extremely likely,Extremely likely,Somewhat likely,Extremely likely,Somewhat likely,Neither likely nor unlikely,I am unsure of what happens to unwashed recyclable items.,Rejected by the recycling collectors before pick-up.,Dispose of the item in the trash.
2020-10-25,13:38:10,2020-10-25,13:46:43,IP Address,100,513,True,2020-10-25 13:46:44,R_3RmwF1aAhkNJBxs,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Recycle Coach and/or Lansing Connect app","Mailed pamphlets/flyers/or newsletters,The Recycle Coach and/or Lansing Connect app",Recycling Cart,Trash Cart,Recycling Cart,"Recycling Cart,Take to Drop-off Recycling Center",Trash Cart,Recycling Cart,"Trash Cart,Take to Drop-off Recycling Center",Trash Cart,Trash Cart,Recycling Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,"Trash Cart,Take to Drop-off Recycling Center",Somewhat unlikely,Extremely likely,Extremely likely,Extremely unlikely,Extremely likely,Extremely unlikely,Somewhat likely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Dispose of the item in the trash.
2020-10-25,22:01:43,2020-10-25,22:09:57,IP Address,100,494,True,2020-10-25 22:09:58,R_1QlRmun1GC5Y33A,anonymous,EN,"Friends/family/and/or neighbors,Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website","Information on my recycling cart,The Capital Area Recycling and Trash website",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Other (such as can and bottle return or compost),NA,Trash Cart,Recycling Cart,Other (such as can and bottle return or compost),Take to Drop-off Recycling Center,Trash Cart,Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,Somewhat likely,Somewhat unlikely,Somewhat likely,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Search or call for information to find out if the item is recyclable or not.
